Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,0.639439897196177,0.209598701398295,0.110588587677082,0,0,0,10.3680124757211,0.0528250367040668,8.71689026075609E-07,0.000283179916016542,0.0909179109331537,0.000142215895339947,0.0532087062110425,0,0,0,0,0,0,package://roar_description_updated/meshes/base_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://roar_description_updated/meshes/base_link.STL,,body-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
rocker_rhs,0.131115408774192,-0.262565278318048,-0.347598485550028,0,0,0,1.55415245189339,0.00469688806119508,-4.75066357212463E-05,-6.63077736578023E-05,0.00423596200810898,-0.00126576919537019,0.00312774605369064,0,0,0,0,0,0,package://roar_description_updated/meshes/rocker_rhs.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://roar_description_updated/meshes/rocker_rhs.STL,,rocker_rhs-1,Origin_rocker_rhs_joint,Axis_rocker_rhs_joint,rocker_rhs_joint,continuous,0.155185537041214,-0.184563975751285,0.205488319881198,1.59483532922579,0,0,base_link,1,0,0,,,,,,,,,,,,
bogie_rhs,0.119070117211605,-0.14701039637998,0.00428618478986925,0,0,0,2.56788752677778,0.00354223475882696,-9.37079105531918E-05,3.07031926424467E-06,0.00445720497043528,-9.23136672302244E-06,0.00417625950740417,0,0,0,0,0,0,package://roar_description_updated/meshes/bogie_rhs.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://roar_description_updated/meshes/bogie_rhs.STL,,bogie-1,Origin_bogie_rhs_joint,Axis_bogie_rhs_joint,bogie_rhs_joint,continuous,0,-0.159359573468076,0.230227119045659,0.00791825196663619,0,0,rocker_rhs,1,0,0,,,,,,,,,,,,
wheel_rhs_mid,-1.36002320516582E-15,-0.000310098538666564,-0.0600061613680272,0,0,0,1.5976653768916,0.00836783341696589,8.97177297731755E-18,-6.01485898202032E-16,0.00836775197998547,-6.24408080004122E-14,0.0132446797996261,0,0,0,0,0,0,package://roar_description_updated/meshes/wheel_rhs_mid.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://roar_description_updated/meshes/wheel_rhs_mid.STL,,05_01_ChevronWheel-2,Origin_wheel_rhs_mid_joint,Axis_wheel_rhs_mid_joint,wheel_rhs_mid_joint,continuous,0.0149938388979723,-0.168040322890301,-0.223969764917061,-1.57079632679473,-1.55435634248108,1.57079632679473,bogie_rhs,0,0,1,,,,,,,,,,,,
wheel_rhs_front,2.44249065417534E-15,-0.000305735305073218,-0.0617344149234702,0,0,0,1.55166626304695,0.00800333368012876,-1.8550699171227E-16,1.11526988190499E-16,0.00800325326915848,2.695202927055E-12,0.0125934306153834,0,0,0,0,0,0,package://roar_description_updated/meshes/wheel_rhs_front.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://roar_description_updated/meshes/wheel_rhs_front.STL,,05_03_SlantedWheel (reversed)-2,Origin_wheel_rhs_front_joint,Axis_wheel_rhs_front_joint,wheel_rhs_front_joint,continuous,0.0132607736164889,-0.152989560052285,0.234508422512043,1.57079632679488,-1.3957417720161,-1.57079632679488,bogie_rhs,0,0,1,,,,,,,,,,,,
wheel_rhs_rear,-5.99520433297585E-15,-0.000151545638864561,0.0600156448463669,0,0,0,1.55167119278224,0.00800323403290154,4.08213774929248E-17,2.90847103319624E-17,0.00800315362181799,-1.09712860745546E-10,0.0125935069824426,0,0,0,0,0,0,package://roar_description_updated/meshes/wheel_rhs_rear.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://roar_description_updated/meshes/wheel_rhs_rear.STL,,05_02_SlantedWheel-2,Origin_wheel_rhs_rear_joint,Axis_wheel_rhs_rear_joint,wheel_rhs_rear_joint,continuous,0.0149848217212077,-0.323677087326028,-0.456982663312619,1.5707963267949,-1.546757324364,1.5707963267949,rocker_rhs,0,0,1,,,,,,,,,,,,
rocker_lhs,0.114353485174162,-0.258908243049005,-0.349969613571573,0,0,0,1.55450622927243,0.00469693112112497,4.6849930297672E-05,6.67737425664241E-05,0.00426118802832534,-0.00125443777455625,0.00310258328319199,0,0,0,0,0,0,package://roar_description_updated/meshes/rocker_lhs.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://roar_description_updated/meshes/rocker_lhs.STL,,rocker_lhs-1,Origin_rocker_lhs_joint,Axis_rocker_lhs_joint,rocker_lhs_joint,continuous,0.888680737041209,-0.184563975751285,0.205488319881198,1.54676323410663,0,0,base_link,1,0,0,,,,,,,,,,,,
bogie_lhs,-0.121779873984684,-0.147010375694811,0.0042861844014257,0,0,0,2.56788785839281,0.0035422335391282,-9.37079063515802E-05,3.07031970176367E-06,0.00445720400232866,-9.23135123405275E-06,0.00417625930663999,0,0,0,0,0,0,package://roar_description_updated/meshes/bogie_lhs.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://roar_description_updated/meshes/bogie_lhs.STL,,bogie-2,Origin_bogie_lhs_joint,Axis_bogie_lhs_joint,bogie_lhs_joint,continuous,0.00464520000000102,-0.16165350255828,0.228622276059538,3.01538682395243,0,3.14159265358979,rocker_lhs,1,0,0,,,,,,,,,,,,
wheel_lhs_mid,-1.13797860024079E-15,0.000310098538664275,0.0600061613680265,0,0,0,1.59766537689162,0.0083678334169661,1.40469536390937E-16,-2.31970124591998E-16,0.0083677519799858,-6.25205615187925E-14,0.0132446797996263,0,0,0,0,0,0,package://roar_description_updated/meshes/wheel_lhs_mid.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://roar_description_updated/meshes/wheel_lhs_mid.STL,,05_01_ChevronWheel-1,Origin_wheel_lhs_mid_joint,Axis_wheel_lhs_mid_joint,wheel_lhs_mid_joint,continuous,-0.105848638897971,-0.152989560052285,0.234508422512043,-1.5707963267949,1.4686235898458,1.5707963267949,bogie_lhs,0,0,1,,,,,,,,,,,,
wheel_lhs_front,3.33066907387547E-16,0.000305735786541306,0.060015644846366,0,0,0,1.55167119278224,0.00800323403290158,1.50424421747868E-16,-3.62075991513633E-17,0.00800315362181788,-1.09712870865019E-10,0.0125935069824427,0,0,0,0,0,0,package://roar_description_updated/meshes/wheel_lhs_front.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://roar_description_updated/meshes/wheel_lhs_front.STL,,05_02_SlantedWheel-1,Origin_wheel_lhs_front_joint,Axis_wheel_lhs_front_joint,wheel_lhs_front_joint,continuous,-0.105834821721208,-0.168040322890301,-0.223969764917061,-1.5707963267949,1.4686235898458,1.5707963267949,bogie_lhs,0,0,1,,,,,,,,,,,,
